一	〔一一｜yiaa〕
寡	〔宀刀｜gxbd〕
窬	〔宀刂｜yubd〕
窨	〔宀日｜xybo・ybbo〕
窭	〔宀女｜jubn〕
察	〔宀小｜iabx〕
蜜	〔宀虫｜mibi〕
寤	〔宀口｜wubk〕
寥	〔宀ノ｜lnbp〕
谭	〔讠十｜tjyu〕
肇	〔户聿yù｜vchy〕
綮	〔户小｜qihx・qkhx〕
谮	〔讠日｜zfyo〕
褡	〔衤口｜dapk〕
褙	〔衤月｜bwpo〕
褐	〔衤フ｜hepv〕
褓	〔衤木｜bcpm〕
褛	〔衤女｜lvpn〕
褊	〔衤艹｜bmpc〕
褪	〔衤辶｜tvpz・typz〕
禚	〔礻灬｜voph〕
谯	〔讠灬｜qnyh〕
谰	〔讠柬｜ljyj〕
谱	〔讠日｜puyo〕
谲	〔讠口｜jtyk〕
暨	〔即左一｜jiga〕
屣	〔尸人｜xiur〕
鹛	〔フ鸟｜mwvn〕
隧	〔阝辶｜svez〕
嫣	〔女灬｜yjnh〕
嫱	〔女口｜qlnk〕
嫩	〔女攵｜nfnw〕
嫖	〔女小｜pnnx〕
嫦	〔女巾｜ihnj〕
嫚	〔女又｜mjny〕
嫘	〔女小｜lwnx〕
嫜	〔女十｜vhnu〕
嫡	〔女口｜dink〕
嫪	〔女ノ｜lcnp〕
鼐	〔乃フ｜ndnv〕
翟	〔习｜dixf・vdxf〕
翠	〔习十｜cvxu〕
熊	〔厶灬｜xssh〕
凳	〔フ几｜dgvj〕
瞀	〔目｜mcso〕
鹜	〔鸟｜wusn〕
骠	〔马小｜bnmx・pnmx〕
缥	〔纟小｜pnsx〕
缦	〔纟又｜mjsy〕
缧	〔纟小｜lwsx〕
骡	〔马小｜lomx〕
缨	〔纟女｜yksn〕
骢	〔马心｜csmx〕
缩	〔纟百｜sosb〕
缪	〔纟ノ｜mnsp・mqsp・mzsp〕
缫	〔纟果｜scsg〕
慧	〔丰心｜hvfx〕
耦	〔耒lěi禺yú｜ouly〕
耧	〔耒lěi女｜lzln〕
瑾	〔王一｜jbwa〕
璜	〔王八｜hlwb〕
璀	〔王｜cvwf〕
璎	〔王女｜ykwn〕
璁	〔王心｜cswx〕
璋	〔王十｜vhwu〕
璇	〔王人｜xrwr〕
璆	〔王ノ｜qqwp〕
奭	〔大百｜uidb〕
撵	〔扌车｜nmfi〕
髯	〔一冉｜rjar〕
髫	〔一口｜tnak〕
撷	〔扌人｜xpfr〕
撕	〔扌斤｜sifj〕
撒	〔扌攵｜safw〕
撅	〔扌人｜jtfr〕
撩	〔扌小｜lnfx〕
趣	〔土又｜quty〕
趟	〔土口｜thtk〕
撑	〔扌手｜igfu〕
撮	〔扌又｜cofy・zofy〕
撬	〔扌毛｜qnfm〕
赭	〔土日｜veto〕
播	〔扌田｜boft〕
墦	〔土田｜fjtt〕
擒	〔扌丶｜qbfd〕
撸	〔扌日｜lufo〕
鋆	〔土金｜yytj・jytj〕
墩	〔土攵｜dytw〕
撞	〔扌里｜vlfl〕
撤	〔扌攵｜iefw〕
撙	〔扌寸｜zyfc〕
增	〔土日｜zgto〕
撺	〔扌串｜crfi〕
墀	〔土牛｜iitn〕
撰	〔扌八｜vrfb〕
聩	〔耳人｜kver〕
聪	〔耳心｜csex〕
觐	〔廿niàn见下｜jbne〕
鞋	〔革土｜xpgt〕
鞑	〔革辶｜dagz〕
蕙	〔艹心｜hvcx〕
鞒	〔革丨｜qngl〕
鞍	〔革女｜angn〕
蕈	〔艹十｜xycu〕
蕨	〔艹人｜jtcr〕
蕤	〔艹生｜rvcu〕
蕞	〔艹又｜zvcy〕
蕺	〔艹一｜jica〕
瞢	〔艹目｜mgco〕
蕉	〔艹灬｜jnch〕
劐	〔艹刂｜hocd〕
蕃	〔艹田｜boct・fjct〕
蕲	〔艹斤｜qicj〕
蕰	〔艹皿｜yycm〕
蕊	〔艹心｜rvcx〕
赜	〔匚人｜zekr〕
蔬	〔艹フ｜uucv〕
蕴	〔艹皿｜yycm〕
鼒	〔才フ｜zicv〕
槿	〔木一｜jbma〕
横	〔木八｜hgmb〕
樯	〔木口｜qlmk〕
槽	〔木日｜ccmo〕
槭	〔木小｜semx・qimx〕
樗	〔木亏｜iumk〕
樘	〔木土｜thmt〕
樱	〔木女｜ykmn〕
樊	〔木大｜fjmd〕
橡	〔木ㄟ｜xlmn〕
槲	〔木十｜humu〕
樟	〔木十｜vhmu〕
橄	〔木攵｜gjmw〕
敷	〔甫攵｜fufw〕
鹝	〔一鸟｜yian〕
豌	〔一フ｜wjav〕
飘	〔西乂｜pnxx〕
醋	〔酉yǒu日｜cuyo〕
醌	〔酉yǒu匕｜kyyb〕
醇	〔酉yǒu子｜iyyz〕
醉	〔酉yǒu十｜zvyu〕
醅	〔酉yǒu口｜pwyk〕
靥	〔厂面｜yeim〕
魇	〔厂鬼｜yjig〕
餍	〔厂良｜yjil〕
磕	〔石皿｜keum〕
磊	〔石石｜lwuu〕
磔	〔石木｜veum〕
磙	〔石𧘇｜gyuy〕
磅	〔石方｜bhuf・phuf〕
碾	〔石ㄟ｜nmun〕
磉	〔石木｜shum〕
殣	〔歹一｜jbda〕
慭	〔来心｜yblx〕
震	〔雨ㄟ｜vfyn〕
霄	〔雨月｜xnyo〕
霉	〔雨母｜mwym〕
霈	〔雨丨｜pwyl〕
辘	〔车匕｜luib〕
龉	〔止口｜yuvk〕
龊	〔止人｜iovr〕
觑	〔虍见下｜quhe〕
瞌	〔目皿｜keom〕
瞒	〔目两｜mjol〕
题	〔日人｜tior〕
暴	〔日氺｜puou・bcou〕
瞎	〔目口｜xxok〕
瞑	〔目八｜mkob〕
嘻	〔口口｜xikk〕
嘭	〔口ノ｜pgkp〕
噎	〔口一｜yeka〕
嘶	〔口斤｜sikj〕
噶	〔口フ｜gakv〕
嘲	〔口月｜icko・vcko〕
颙	〔禺yú人｜ysyr〕
暹	〔辶｜xmzf〕
嘹	〔口小｜lnkx〕
影	〔日ノ｜ykop〕
踔	〔十｜iozu〕
踝	〔果｜hkzg〕
踢	〔勿｜tizw〕
踏	〔日｜tazo〕
踟	〔口｜iizk〕
踬	〔人｜vizr〕
踩	〔木｜cdzm〕
踮	〔口｜dmzk〕
踣	〔口｜bozk〕
踯	〔阝｜vize〕
踪	〔小｜zszx〕
踺	〔廴｜jmzz〕
踞	〔口｜juzk〕
蝽	〔虫日｜iyio〕
蝶	〔虫木｜dpim〕
蝾	〔虫木｜rsim〕
蝴	〔虫月｜huio〕
蝻	〔虫干｜njig〕
蝠	〔虫田｜fuit〕
蝰	〔虫土｜kvit〕
蝎	〔虫フ｜xpiv〕
蝮	〔虫夂｜fuiw〕
螋	〔虫又｜sziy〕
蝗	〔虫王｜hliw〕
蝓	〔虫刂｜yuid〕
蝣	〔虫子｜yziz〕
蝼	〔虫女｜lzin〕
蝤	〔虫酉yǒu｜qqiy〕
蝙	〔虫艹｜bmic〕
噗	〔口ㄟ｜pukn〕
嘬	〔口又｜zoky〕
颚	〔口人｜eekr〕
嘿	〔口黑｜hwkh〕
噍	〔口灬｜jnkh〕
噢	〔口大｜ookd〕
噙	〔口丶｜qbkd〕
噜	〔口日｜luko〕
噌	〔口日｜cgko〕
嘱	〔口禹｜vuky〕
噀	〔口八｜xykb〕
噔	〔口一｜dgka〕
颛	〔山人｜vrer〕
幞	〔巾ㄟ｜fujn〕
幡	〔巾田｜fjjt〕
嶓	〔山田｜boet〕
嶙	〔山丨｜lbel〕
嶝	〔山一｜dgea〕
墨	〔黑土｜moht〕
骺	〔骨口｜hzgk〕
骼	〔骨口｜gegk〕
骸	〔骨人｜hdgr〕
镊	〔钅又｜npjy〕
镆	〔钅大｜mojd〕
镇	〔钅八｜vfjb〕
镈	〔钅寸｜bojc〕
镉	〔钅丨｜gejl〕
镋	〔钅儿｜thje〕
镌	〔钅乃｜jrjn〕
镍	〔钅木｜npjm〕
镎	〔钅手｜naju〕
镏	〔钅田｜lqjt〕
镐	〔钅口｜hcjk・gcjk〕
镑	〔钅方｜bhjf〕
镒	〔钅皿｜yijm〕
镓	〔钅豕shǐ｜jxju〕
镔	〔钅八｜bbjb〕
靠	〔非｜kcnf〕
稽	〔禾日｜jiho〕
稷	〔禾夂｜jihw〕
稻	〔禾臼｜dchj〕
黎	〔禾氺｜lihu〕
稿	〔禾口｜gchk〕
稼	〔禾豕shǐ｜jxhu〕
箱	〔目｜xlvo〕
箴	〔口｜vfvk〕
篑	〔人｜kvvr〕
篁	〔王｜hlvw〕
篌	〔矢｜hzvu〕
篓	〔女｜lzvn〕
箭	〔刂｜jmvd〕
篇	〔艹｜pmvc〕
篆	〔豕shǐ｜vrvu〕
僵	〔亻一｜jlra〕
牖	〔片甫｜yzpf〕
儇	〔亻𧘇｜xrry〕
儋	〔亻口｜djrk〕
躺	〔身口｜thuk〕
僻	〔亻十｜piru〕
德	〔彳chì心｜deix〕
徵	〔彳chì攵｜vgiw・viiw〕
艘	〔舟又｜szvy〕
磐	〔舟石｜pjvu〕
虢	〔ノ几｜gopj〕
鹞	〔ノ鸟｜ycpn〕
鹟	〔八鸟｜wgbn〕
膝	〔月氺｜xiou〕
膘	〔月小｜bnox〕
膛	〔月土｜thot〕
滕	〔月氺｜tgou〕
鲠	〔鱼更｜ggag〕
鲡	〔鱼丽｜lial〕
鲢	〔鱼辶｜lmaz〕
鲣	〔鱼土｜jmat〕
鲥	〔鱼寸｜uiac〕
鲤	〔鱼里｜lial〕
鲦	〔鱼朩｜tnam〕
鲧	〔鱼小｜gyax〕
鲩	〔鱼儿｜hrae〕
鲪	〔鱼口｜jyak〕
鲫	〔鱼卩｜jiae〕
鲬	〔鱼用｜ysay〕
橥	〔犭木｜vuqm〕
獗	〔犭人｜jtqr〕
獠	〔犭小｜lnqx〕
觯	〔丨｜vidl〕
鹠	〔ノ鸟｜lqpn〕
馓	〔饣攵｜sjuw〕
馔	〔饣八｜vrub〕
熟	〔亠灬｜uuwh・uzwh〕
摩	〔广手｜magu・mogu〕
麾	〔广毛｜hvgm〕
褒	〔亠𧘇｜bcwy〕
廛	〔广土｜ijgt〕
瘛	〔疒心｜iibx〕
瘼	〔疒大｜mobd〕
瘪	〔疒匕｜bpbb〕
瘢	〔疒又｜bjby〕
瘤	〔疒田｜lqbt〕
瘠	〔疒月｜jibo〕
瘫	〔疒｜tjbf〕
齑	〔文丨｜jiwl〕
鹡	〔冫鸟｜jidn〕
凛	〔冫小｜lbdx〕
颜	〔产人｜yjir〕
毅	〔立又｜yily〕
羯	〔フ｜jpyv〕
羰	〔火｜thyh〕
糊	〔米月｜humo〕
糇	〔米矢｜hzmu〕
遴	〔辶丨｜lbzl〕
糌	〔米日｜zjmo〕
糍	〔米幺｜cimy〕
糈	〔米月｜xumo〕
糅	〔米木｜rzmm〕
翦	〔丷习｜jmbx〕
遵	〔辶寸｜zyzc〕
鹣	〔丷鸟｜jmbn〕
憋	〔丶心｜bpdx〕
熠	〔火白｜yihb〕
潜	〔氵日｜qmdo〕
澍	〔氵寸｜uudc・vudc〕
澎	〔氵ノ｜pgdp〕
澌	〔氵斤｜sidj〕
潵	〔氵攵｜sadw・sjdw〕
潮	〔氵月｜icdo〕
潸	〔氵月｜ujdo〕
潭	〔氵十｜tjdu〕
潦	〔氵小｜lcdx・lndx〕
鲨	〔氵鱼｜uada〕
潲	〔氵月｜ucdo〕
鋈	〔氵金｜wudj〕
潟	〔氵灬｜xidh〕
澳	〔氵大｜aodd〕
潘	〔氵田｜pjdt〕
潼	〔氵里｜tsdl〕
澈	〔氵攵｜iedw〕
澜	〔氵柬｜ljdj〕
潽	〔氵日｜pudo〕
潺	〔氵子｜ijdz〕
澄	〔氵一｜dgda・igda〕
潏	〔氵口｜yudk〕
懂	〔忄重｜dsxv〕
憬	〔忄小｜jkxx〕
憔	〔忄灬｜qnxh〕
懊	〔忄大｜aoxd〕
憧	〔忄里｜isxl〕
憎	〔忄日｜zgxo〕
寮	〔宀小｜lnbx〕
窳	〔宀瓜｜yubg〕
额	〔宀人｜eebr〕
谳	〔讠犬｜yjyq〕
翩	〔户习｜pmhx〕
褥	〔衤寸｜rupc〕
褴	〔衤皿｜ljpm〕
褫	〔衤几｜iipj〕
禤	〔礻习｜xrpx〕
谴	〔讠辶｜qmyz〕
鹤	〔丶鸟｜hedn〕
谵	〔讠口｜vjyk〕
憨	〔フ心｜hjvx〕
熨	〔尸火｜yuuh・yyuh〕
慰	〔尸心｜wwux〕
劈	〔尸刀｜piud〕
履	〔尸夂｜lvuw〕
屦	〔尸女｜juun〕
嬉	〔女口｜xink〕
勰	〔力心｜xplx〕
戮	〔习戈｜luxg〕
蝥	〔虫｜mcsi〕
豫	〔ㄟ｜yusn〕
缬	〔纟人｜xpsr〕
缭	〔纟小｜lnsx〕
缮	〔纟口｜ujsk〕
缯	〔纟日｜zgso〕
骣	〔马子｜ijmz〕
畿	〔幺田｜jiyt〕
耩	〔耒lěi冉｜jllr〕
耨	〔耒lěi寸｜nzlc〕
耪	〔耒lěi方｜phlf〕
璞	〔王ㄟ｜puwn〕
璟	〔王小｜jkwx〕
靛	〔人｜dmfr〕
璠	〔王田｜fjwt〕
璘	〔王丨｜lbwl〕
聱	〔耳｜aofe〕
螯	〔虫｜aofi〕
髻	〔一口｜jiak〕
髭	〔一匕｜ziab〕
髹	〔一木｜xqam〕
擀	〔扌干｜gjfg〕
撼	〔扌心｜hjfx〕
擂	〔扌田｜lwft〕
操	〔扌木｜ccfm〕
熹	〔士灬｜xiuh〕
甏	〔士瓦｜bguw〕
擐	〔扌𧘇｜hrfy〕
擅	〔扌一｜ujfa〕
擞	〔扌攵｜szfw〕
磬	〔士石｜qkuu〕
鄹	〔耳阝｜zzee〕
颞	〔耳人｜nper〕
蕻	〔艹八｜hscb〕
鞘	〔革月｜qngo・ucgo〕
燕	〔廿niàn灬｜yjnh〕
黇	〔艹口｜tmck〕
颟	〔艹人｜mjcr〕
薤	〔艹韭｜xpcj〕
蕾	〔艹田｜lwct〕
薯	〔艹日｜uuco〕
薛	〔艹十｜xtcu〕
薇	〔艹攵｜wwcw〕
檠	〔艹木｜qkcm〕
擎	〔艹手｜qkcu〕
薪	〔艹斤｜xbcj〕
薏	〔艹心｜yicx〕
蕹	〔艹｜wgcf〕
薮	〔艹攵｜szcw〕
薄	〔艹寸｜bccc・bocc〕
颠	〔十人｜dmur〕
翰	〔十习｜hjux〕
噩	〔王口｜eewk〕
薜	〔艹十｜bicu〕
薅	〔艹寸｜hccc〕
樾	〔木フ｜ytmv〕
橱	〔木寸｜iumc〕
橛	〔木人｜jtmr〕
橇	〔木毛｜qnmm〕
樵	〔木灬｜qnmh〕
檎	〔木丶｜qbmd〕
橹	〔木日｜lumo〕
橦	〔木里｜ilml・tsml〕
樽	〔木寸｜zymc〕
樨	〔木牛｜ximn〕
橙	〔木一｜igma〕
橘	〔木口｜jumk〕
橼	〔木豕shǐ｜yrmu〕
墼	〔车土｜jiit〕
整	〔束正｜vguv〕
橐	〔一木｜toam〕
融	〔一虫｜rsai〕
翮	〔一习｜heax〕
瓢	〔西瓜｜pnxg〕
醛	〔酉yǒu王｜qryw〕
醐	〔酉yǒu月｜huyo〕
醍	〔酉yǒu人｜tiyr〕
醒	〔酉yǒu生｜xkyu〕
醚	〔酉yǒu辶｜miyz〕
醑	〔酉yǒu月｜xuyo〕
觱	〔戌xū用｜bixy〕
磺	〔石八｜hlub〕
磲	〔石木｜quum〕
赝	〔厂人｜yjir〕
飙	〔犬乂｜bnqx〕
殪	〔歹一｜yida〕
霖	〔雨木｜lbym〕
霏	〔雨非｜fwyf〕
霓	〔雨儿｜niye〕
霍	〔雨｜hoyf〕
霎	〔雨女｜uayn〕
錾	〔车金｜zjij〕
辙	〔车攵｜veiw〕
辚	〔车丨｜lbil〕
臻	〔一禾｜vfah〕
冀	〔丨八｜jilb〕
餐	〔丨良｜cjll〕
遽	〔辶豕shǐ｜juzu〕
氅	〔毛｜ihxm〕
瞟	〔目小｜pnox〕
瞠	〔目土｜igot〕
瞰	〔目攵｜kjow〕
嚄	〔口又｜hoky・ooky〕
嚆	〔口口｜hckk〕
噤	〔口小｜jbkx〕
暾	〔日攵｜tyow〕
曈	〔日里｜tsol〕
蹀	〔木｜dpzm〕
蹅	〔一｜iaza〕
踶	〔人｜dizr〕
踹	〔而｜ikze〕
踵	〔重｜vszv〕
踽	〔禹｜juzy〕
嘴	〔口用｜zvky〕
踱	〔又｜dozy〕
蹄	〔巾｜tizj〕
蹉	〔工｜cozg〕
蹁	〔艹｜pmzc〕
蹂	〔木｜rzzm〕
螨	〔虫两｜mjil〕
蟒	〔虫廾｜mgic・mhic〕
蟆	〔虫大｜maid〕
螈	〔虫小｜yrix〕
螅	〔虫心｜xiix〕
螭	〔虫丶｜iiid〕
螗	〔虫口｜thik〕
螃	〔虫方｜phif〕
螠	〔虫皿｜yiim〕
螟	〔虫八｜mkib〕
噱	〔口豕shǐ｜jtku・xtku〕
器	〔口口｜qikk〕
噪	〔口木｜zckm〕
噬	〔口人｜uikr〕
噫	〔口心｜yikx〕
噻	〔口土｜sdkt〕
噼	〔口十｜piku〕
幪	〔巾ㄟ｜mgju・mgjn〕
罹	〔罒｜lisf〕
圜	〔囗𧘇｜hrky・yrky〕
鹦	〔冂鸟｜ykkn〕
赠	〔冂日｜zgko〕
默	〔黑犬｜mohq〕
黔	〔黑フ｜qmhv〕
镖	〔钅小｜bnjx〕
镗	〔钅土｜thjt〕
镘	〔钅又｜mjjy〕
镚	〔钅月｜bgjo〕
镛	〔钅丨｜ysjl〕
镜	〔钅儿｜jkje〕
镝	〔钅口｜dijk〕
镞	〔钅矢｜zuju〕
镠	〔钅ノ｜lqjp〕
氇	〔毛日｜lumo〕
氆	〔毛日｜pumo〕
赞	〔人｜zjnr〕
憩	〔千心｜qiqx〕
穑	〔禾口｜sehk〕
穆	〔禾ノ｜muhp〕
穄	〔禾小｜jihx〕
篝	〔冉｜gzvr〕
篚	〔非｜fwvf〕
篥	〔木｜livm〕
篮	〔皿｜ljvm〕
篡	〔厶｜crvs〕
簉	〔辶｜zcvz〕
篦	〔匕｜bivb〕
篪	〔几｜iivj〕
篷	〔辶｜pgvz〕
篙	〔口｜gcvk〕
篱	〔丶｜livd〕
盥	〔ノ皿｜grpm〕
儒	〔亻而｜rure〕
劓	〔自刂｜yizd〕
翱	〔白习｜aobx〕
魉	〔鬼两｜llgl〕
魈	〔鬼月｜xngo〕
邀	〔辶攵｜yczw〕
徼	〔彳chì攵｜jniw〕
衡	〔彳chì亍chù｜hgii〕
歙	〔人人｜uerr・xirr〕
盦	〔人皿｜anrm〕
膨	〔月ノ｜pgop〕
膳	〔月口｜ujok〕
螣	〔月虫｜tgoi〕
膦	〔月丨｜lbol〕
膙	〔月虫｜jloi〕
雕	〔冂｜dnkf〕
鲭	〔鱼月｜qkao〕
鲮	〔鱼夂｜lkaw〕
鲯	〔鱼八｜qiab〕
鲰	〔鱼又｜zzay〕
鲱	〔鱼非｜fwaf〕
鲲	〔鱼匕｜kyab〕
鲳	〔鱼日｜ihao〕
鲴	〔鱼口｜guak〕
鲵	〔鱼儿｜niae〕
鲷	〔鱼口｜dnak〕
鲸	〔鱼小｜jkax〕
鲺	〔鱼虫｜uiai〕
鲹	〔鱼ノ｜ufap〕
鲻	〔鱼田｜ziat〕
獴	〔犭ㄟ｜mgqu・mgqn〕
獭	〔犭人｜taqr〕
獬	〔犭牛｜xpqn〕
邂	〔辶牛｜xpzn〕
亸	〔亠丨｜dowl〕
鹧	〔广鸟｜vegn〕
磨	〔广石｜mogu〕
廨	〔广牛｜xpgn〕
赟	〔文人｜yywr〕
癀	〔疒八｜hlbb〕
瘭	〔疒小｜bnbx〕
瘰	〔疒小｜lobx〕
廪	〔广小｜lbgx〕
瘿	〔疒女｜ykbn〕
瘵	〔疒小｜vdbx〕
瘴	〔疒十｜vhbu〕
癃	〔疒生｜lsbu〕
瘾	〔疒心｜ybbx〕
瘸	〔疒人｜qtbr〕
瘳	〔疒ノ｜izbp〕
斓	〔文柬｜ljwj〕
麇	〔广禾｜qygh・jygh〕
麈	〔广主｜vugv〕
凝	〔冫人｜nkdr〕
辨	〔立十｜bmlu〕
辩	〔立十｜bmlu〕
嬴	〔亡凡｜ykwf〕
壅	〔亠土｜yswt〕
羲	〔丶｜xiyd〕
糙	〔米辶｜ccmz〕
糗	〔米犬｜qqmq〕
糖	〔米口｜thmk〕
糕	〔米灬｜gcmh〕
瞥	〔丶目｜ppdo〕
甑	〔丷瓦｜zgbw〕
燎	〔火小｜lnhx〕
燠	〔火大｜yuhd〕
燔	〔火田｜fjht〕
燃	〔火灬｜rjhh〕
燧	〔火辶｜svhz〕
燏	〔火口｜yuhk〕
濑	〔氵人｜lddr〕
濒	〔氵人｜bbdr〕
濉	〔氵｜svdf〕
潞	〔氵口｜ludk〕
澧	〔氵一｜lida〕
澡	〔氵木｜zcdm〕
澴	〔氵𧘇｜hrdy〕
激	〔氵攵｜jidw〕
澹	〔氵口｜tjdk・djdk〕
澥	〔氵牛｜xpdn〕
澶	〔氵一｜ijda〕
濂	〔氵ㄟ｜lmdn〕
澼	〔氵十｜pidu〕
憷	〔忄人｜iuxr〕
懒	〔忄人｜ljxr〕
憾	〔忄心｜hjxx〕
懈	〔忄牛｜xpxn〕
黉	〔⺍八｜hsxb〕
褰	〔宀𧘇｜qmby〕
寰	〔宀𧘇｜hrby〕
窸	〔宀心｜xibx〕
窿	〔宀生｜lsbu〕
褶	〔衤白｜vepb〕
禧	〔礻口｜xipk〕
壁	〔尸土｜biut〕
避	〔辶十｜bizu〕
嬖	〔尸女｜biun〕
犟	〔弓牛｜jlgn〕
隰	〔阝灬｜xieh〕
嬗	〔女一｜ujna〕
鹨	〔习鸟｜lqxn〕
翯	〔习口｜hexk〕
颡	〔又人｜shyr〕
缰	〔纟一｜jlsa〕
缱	〔纟辶｜qmsz〕
缲	〔纟木｜qnsm・scsm〕
缳	〔纟𧘇｜hrsy〕
缴	〔纟攵｜jnsw・vosw〕
璨	〔王米｜cjwm〕
璩	〔王豕shǐ｜quwu〕
璐	〔王口｜luwk〕
璪	〔王木｜zcwm〕
戴	〔十八｜ddub〕
螫	〔土虫｜veti・uiti〕
擤	〔扌丨｜xkfl〕
壕	〔土豕shǐ｜hctu〕
擦	〔扌小｜cafx〕
觳	〔士又｜huuy〕
罄	〔士缶fǒu｜qkuf〕
擢	〔扌｜voff〕
藉	〔艹日｜jpco・jico〕
薹	〔艹土｜tdct〕
鞡	〔革立｜lagl〕
鞠	〔革米｜jugm〕
藏	〔艹臣｜chci・zhci〕
薷	〔艹而｜ruce〕
薰	〔艹灬｜xych〕
藐	〔艹儿｜mnce〕
藓	〔艹羊｜xmcy〕
藁	〔艹木｜gccm〕
檬	〔木ㄟ｜mgmu・mgmn〕
檑	〔木田｜lwmt〕
檄	〔木攵｜ximw〕
檐	〔木口｜yjmk〕
檩	〔木小｜lbmx〕
檀	〔木一｜tjma〕
懋	〔木心｜mcmx〕
醢	〔酉yǒu皿｜hdym〕
翳	〔匚习｜yikx〕
繄	〔匚小｜yikx〕
礁	〔石灬｜jnuh〕
礅	〔石攵｜dyuw〕
磷	〔石丨｜lbul〕
磴	〔石一｜dgua〕
鹩	〔大鸟｜lnan・lndn〕
霜	〔雨目｜ulyo〕
霞	〔雨又｜xxyy〕
龋	〔止禹｜quvy〕
龌	〔止土｜wovt〕
豳	〔山豕shǐ｜bbeu〕
壑	〔丨土｜helt〕
黻	〔业丶｜fuyd〕
瞭	〔目小｜lnox〕
瞧	〔目灬｜qnoh〕
瞬	〔目丨｜uyol〕
瞳	〔目里｜tsol〕
瞵	〔目丨｜lbol〕
瞩	〔目禹｜vuoy〕
瞪	〔目一｜dgoa〕
嚏	〔口人｜tikr〕
曙	〔日日｜uuoo〕
嚅	〔口而｜ruke〕
蹑	〔又｜npzy〕
蹒	〔两｜pjzl〕
蹋	〔习｜tazx〕
蹈	〔臼｜dczj〕
蹊	〔大｜xizd・qizd〕
蹐	〔月｜jizo〕
蟥	〔虫八｜hlib〕
螬	〔虫日｜ccio〕
螵	〔虫小｜pnix〕
疃	〔田里｜trtl〕
螳	〔虫土｜thit〕
螺	〔虫小｜loix〕
蟋	〔虫心｜xiix〕
蟑	〔虫十｜vhiu〕
蟀	〔虫十｜ukiu〕
嚎	〔口豕shǐ｜hcku〕
嚓	〔口小｜cakx・iakx〕
羁	〔罒马｜jism〕
罽	〔罒刂｜jisd〕
罾	〔罒日｜zgso〕
嶷	〔山人｜yier〕
赡	〔冂口｜ujkk〕
黜	〔黑出｜iuhi〕
黝	〔黑力｜yzhl〕
髁	〔骨果｜kegg〕
髀	〔骨十｜bigu〕
镡	〔钅十｜ijju・tjju・xbju〕
镢	〔钅人｜jtjr〕
镣	〔钅小｜lnjx〕
镤	〔钅ㄟ｜pujn〕
镥	〔钅日｜lujo〕
镦	〔钅攵｜dvjw〕
镧	〔钅柬｜ljjj〕
镨	〔钅日｜pujo〕
镩	〔钅串｜crji〕
镪	〔钅虫｜qlji〕
镫	〔钅一｜dgja〕
罅	〔缶fǒu乎｜xxfh〕
穗	〔禾心｜svhx〕
黏	〔禾口｜nmhk〕
魏	〔禾鬼｜wwhg〕
簧	〔八｜hlvb〕
簌	〔人｜suvr〕
篾	〔戍｜mpvu〕
簃	〔夕｜yivx〕
篼	〔儿｜dzve〕
簏	〔匕｜luvb〕
簇	〔矢｜cuvu〕
簖	〔斤｜drvj〕
簋	〔皿｜gvvm〕
繁	〔ノ小｜fjpx・popx〕
鼢	〔臼刀｜ffjd〕
黛	〔亻黑｜ddrh〕
儡	〔亻田｜lwrt〕
鹪	〔亻鸟｜jnrn〕
鼾	〔自干｜hjzg〕
皤	〔白田｜pobt〕
魍	〔鬼亡｜whgw〕
徽	〔彳chì攵｜hviw〕
艚	〔舟日｜ccvo〕
龠	〔人艹｜ytrc〕
爵	〔ノ寸｜jtpc〕
繇	〔ノ小｜vzpx・ycpx・yzpx〕
貘	〔豸zhì大｜movd〕
邈	〔辶儿｜mnze〕
貔	〔豸zhì匕｜pivb〕
臌	〔月又｜guoy〕
朦	〔月ㄟ｜mgou・mgon〕
臊	〔月木｜scom〕
膻	〔月一｜djoa・ujoa〕
臆	〔月心｜yiox〕
臃	〔月｜ysof〕
鲼	〔鱼人｜ffar〕
鲽	〔鱼木｜dpam〕
鲾	〔鱼田｜biat〕
鳀	〔鱼人｜tiar〕
鳁	〔鱼皿｜wfam〕
鳂	〔鱼ㄟ｜wwan〕
鳃	〔鱼心｜sdax〕
鳄	〔鱼亏｜eeak〕
鳅	〔鱼火｜qqah〕
鳇	〔鱼王｜hlaw〕
鳈	〔鱼水｜qrau〕
鳉	〔鱼寸｜jlac〕
鳊	〔鱼艹｜bmac〕
獯	〔犭灬｜xyqh〕
螽	〔夂虫｜vswi〕
燮	〔火又｜xphy〕
鹫	〔亠鸟｜jqwn〕
襄	〔亠𧘇｜xlwy〕
糜	〔广米｜migm・mwgm〕
縻	〔广小｜migx〕
膺	〔广月｜ykgo〕
癍	〔疒王｜bjbw〕
癌	〔疒山｜aibe〕
麋	〔广米｜migm〕
辫	〔立十｜bmlu〕
赢	〔亡凡｜ykwf〕
糟	〔米日｜zcmo〕
糠	〔米ㄟ｜khmn〕
馘	〔丷一｜goba〕
燥	〔火木｜zchm〕
懑	〔氵心｜mfdx〕
濡	〔氵而｜rude〕
濮	〔氵ㄟ｜pudn〕
濞	〔氵丨｜bidl・pidl〕
濠	〔氵豕shǐ｜hcdu〕
濯	〔氵｜vodf〕
懦	〔忄而｜noxe〕
豁	〔宀口｜hobk〕
蹇	〔宀人｜jmbr〕
謇	〔宀口｜jmbk〕
邃	〔辶豕shǐ｜svzu〕
